Protocol Name,Sample ID,Sample Data Type,AC50 (uM),CC-v2,Efficacy,Max Resp,Structure,Metabolic Stability [m],Permeability [1e-6 cm/sec],Solubility [ug/ml],Drug Name,Assay Plate ID,Supplier ID,Supplier,Library,Log AC50 (M),Ligand Efficiency,Sample Name,Alias,CC-v1,LEC,BEI,SEI,Data Range,Inf Activity,Hill Coef,PValue,R2,AC50_2 (uM),Log AC50 2,Hill Coef 2,Fraction,Sample ID2,Tox21 ID,Zero Activity,User Flag,Max Read1,Max Data,Min Data,AUC,AUC Fit,Cmpd Plate ID,Comment,Log AC50-,Log AC50+,Inf Activity-,Inf Activity+,Custom 2,Custom 1,NCGC Unique ID,Mapping ID,Drug ID,Assay Name,Hash Key(24),MLSMR Compound Class,Primary MOA,Origin,Solvent,Salt Code,Purity,Purity Rating,MW,PubChem SID,CAS#,Gene Symbol,Gene ID,Tanimoto,Layer Index,Data Points,Mask No,Log Dye Conc,Report Flag,Assay Protocol ID,Mask Flags,Sample Replicate,Plate Replicate,Measure Time,Replicate IDs,Data Mode,Assay Outcome,Phenotype,Activity Score,Confirmation Flag,Control Flag,Conc ID,Experiment Set,Team,Scientist,IC50 (uM),Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9,Data10,Data11,Data12,Data13,Data14,Data15,Data16,Data17,Data18,Data19,Data20,Data21,Data22,Data23,Data24,Sample Data ID
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00384815-01,activity,,4,0,1.824,COC1=CC(=C(C=C1)C2C(C(C2C3=CC=C(OC)C=C3O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(O)=O)C(O)=O)O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O,,,,,,NP-018512,Analyticon,2020_NPACT_03,,,,,4,,,,4.938,0,,,,,,,,,,0,,,6.762,1.824,13.312,,,,,,,,,,CH9ANWQ9SF5C,QQRZPCAYYGRGJD,,APP-SARSCoV2_3CLpro-Kales,uBKuExtkbnFoRNlZFN,,<MOA Unknown> | Class: Shikimate | Genus: N/A | Family: N/A | Species: N/A,,,,,,712.6,363679371,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297402353,KN12142022,,HTS,,2.245,6.762,1.824,,,,,,,,,,,,,,,,,,,,,,,258339612
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00381319-01,activity,,4,0,11.882,CC\1=C/CC\C2=C\C(C\C(=C\C3OC(=O)C(=C)C3CC1)C)OC2=O,,,,,,NP-000658,Analyticon,2020_NPACT_03,,,,,4,,,,2.917,0,,,,,,,,,,0,,,11.882,8.965,45.091,,,,,,,,,,9ZC4PQ6QYAXP,KTYZKXFERQUCPX,,APP-SARSCoV2_3CLpro-Kales,tdKrPWvhYmfHElJjze,,<MOA Unknown> | Class: Terpenoid | Genus: Crotolaria | Family: Leguminosae | Species: incana,,,,,,328.4,363679084,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297406136,KN12142022,,HTS,,8.965,10.614,11.882,,,,,,,,,,,,,,,,,,,,,,,258339613
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00380349-01,activity,,4,0,8.666,CC1C(OC(C)=O)C(OC(=O)C2=CC=CC=C2)C\3C1C(O\C=C3C(O)=O)OC4OC(CO)C(O)C(O)C4O,,,,,,NP-013267,Analyticon,2020_NPACT_03,,,,,4,,,,3.427,0,,,,,,,,,,0,,,8.666,5.238,27.493,,,,,,,,,,5SNADAXDSCCU,IRSUXHBCTWMHAK,,APP-SARSCoV2_3CLpro-Kales,oNCTkqsdnkteeoJork,,<MOA Unknown> | Class: Iridoid | Genus: N/A | Family: N/A | Species: N/A,,,,,,538.5,363678550,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297405410,KN12142022,,HTS,,5.333,5.238,8.666,,,,,,,,,,,,,,,,,,,,,,,258339614
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00380552-01,activity,,4,-12.295,-1.079,CC(CCOC(C)=O)CCC1C(=C)CCC2C(C)(C)CC(=O)CC12C,,,,,,NP-019263,Analyticon,2020_NPACT_03,,,,,4,,,,10.929,-3.295,4.955,1,0.978,,,,,,,9,,,9.849,-1.079,33.613,36.092,,,,,,,,,WWKX25M5VZNR,LZGVQJDYLAUCGI,,APP-SARSCoV2_3CLpro-Kales,SfBgfZyXmGqnKpPIzE,,<MOA Unknown> | Class: Terpenoid | Genus: N/A | Family: N/A | Species: N/A,,,,,,348.5,363678646,,,,,0,3,0,,,162252,0 0 0,1,1,32:49.0,,,,,,,,297404132,KN12142022,,HTS,,8.111,9.849,-1.079,,,,,,,,,,,,,,,,,,,,,,,258339615
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00180053-03,activity,,4,0,12.685,COC(=O)C[C@H]1[C@@]/2(C)[C@H](O[C@@H]3C[C@H](\C(=C23)C)C4=COC=C4)[C@H](O)C5[C@@](C)(\C=C/C(=O)[C@]15C)C(=O)OC,,,,,,NP-005445,Analyticon,2020_NPACT_03,,,,,4,,,,4.749,0,,,,,,,,,,0,,,12.685,7.936,42.522,,,,,,,,,,68SP3NG45NU2,CTBHKOAPXBDFPX,,APP-SARSCoV2_3CLpro-Kales,AUpaDSNrGgAUEkVOlB,,<MOA Unknown> | Class: N/A | Genus: N/A | Family: N/A | Species: N/A,,,,,,498.6,363677002,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297405614,KN12142022,,HTS,,7.936,10.326,12.685,,,,,,,,,,,,,,,,,,,,,,,258339616
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00380458-01,activity,,4,0,13.229,CCCC(=O)O[C@H]1[C@@H](C)C[C@@]2(OC(C)=O)[C@H]1[C@@H](OC(C)=O)[C@]3(C)C(=O)[C@@H]4[C@@H](CC(C)(C)[C@@H]4OC(C)=O)[C@]3(C)C2=O,,,,,,NP-006098,Analyticon,2020_NPACT_03,,,,,4,,,,7.35,0,,,,,,,,,,0,,,13.229,5.879,38.178,,,,,,,,,,URMCJ2RSTJT6,JQCBBCVOQHOGTI,,APP-SARSCoV2_3CLpro-Kales,tyFIVkQsxncKyIQolO,,<MOA Unknown> | Class: N/A | Genus: N/A | Family: N/A | Species: N/A,,,,,,562.6,363678596,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297404450,KN12142022,,HTS,,5.879,13.095,13.229,,,,,,,,,,,,,,,,,,,,,,,258339617
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00169820-03,activity,,4,0,13.014,CC1OC(OC2CCC3(C)C(CCC4(C)C3C\C=C5\C6CC(C)(C)CCC6(CCC45C(O)=O)C(=O)OC7OC(CO)C(O)C(O)C7O)C2(C)C)C(O)C(O)C1O,,,,,,NP-013744,Analyticon,2020_NPACT_03,,,,,4,,,,6.17,0,,,,,,,,,,0,,,13.014,6.845,38.407,,,,,,,,,,3NA6FJSNP9VP,ZCBRYYRPNSHPER,,APP-SARSCoV2_3CLpro-Kales,OgFYWSbVctLBXhTpHY,,<MOA Unknown> | Class: Saponin | Genus: N/A | Family: N/A | Species: N/A,,,,,,795,363676895,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297405539,KN12142022,,HTS,,6.845,7.565,13.014,,,,,,,,,,,,,,,,,,,,,,,258339618
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00381251-01,activity,,4,0,7.676,C/C=C(C)/C(=O)OC1\C=C(C)/CC(OC(=O)C2=CC=C(O)C=C2)C3C1(C)CCC3(O)C(C)C,,,,,,NP-015356,Analyticon,2020_NPACT_03,,,,,4,,,,0.383,0,,,,,,,,,,0,,,8.06,7.676,37.181,,,,,,,,,,QDBVF7AP9NFZ,NUXKLJINNAOFAH,,APP-SARSCoV2_3CLpro-Kales,uBdqTrjVDCIRwbhrAN,,<MOA Unknown> | Class: Terpenoid | Genus: N/A | Family: N/A | Species: N/A,,,,,,456.6,363679050,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297405536,KN12142022,,HTS,,7.936,8.06,7.676,,,,,,,,,,,,,,,,,,,,,,,258339619
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00347668-02,activity,,4,0,7.703,COC1=CC=C(\C=C\C(=O)O[C@H]2[C@H](C)O[C@@H](O[C@H]3C4\C=C/O[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C4[C@@]6(CO)O[C@@H]36)[C@H](O)[C@@H]2O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)C=C1,,,,,,NP-008581,Analyticon,2020_NPACT_03,,,,,4,,,,5.946,0,,,,,,,,,,0,,,11.962,6.016,34.199,,,,,,,,,,7GKB2R54MVXQ,JKLAVFMVEROOKJ,,APP-SARSCoV2_3CLpro-Kales,XgiixdyxWipRxgRBiR,,<MOA Unknown> | Class: Terpenoid | Genus: Buddleja | Family: Loganiaceae | Species: asiatica,,,,,,830.8,363677662,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297402584,KN12142022,,HTS,,6.016,11.962,7.703,,,,,,,,,,,,,,,,,,,,,,,258339620
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00381005-01,activity,,4,0,6.479,CC(O)/C=C(C)/C=C(C)/C(=O)CC1CC(CC(N)=O)CC(=O)O1,,,,,,NP-006132,Analyticon,2020_NPACT_03,,,,,4,,,,3.971,0,,,,,,,,,,0,,,10.45,6.479,38.065,,,,,,,,,,NHX2CAB619TD,QBSZVMLDNVHDKB,,APP-SARSCoV2_3CLpro-Kales,uAvGNtAydMKDnpjWzy,,<MOA Unknown> | Class: Polyketide | Genus: N/A | Family: N/A | Species: N/A,,,,,,323.4,363678919,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297404651,KN12142022,,HTS,,7.914,10.45,6.479,,,,,,,,,,,,,,,,,,,,,,,258339621
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00179850-02,activity,,4,0,14.824,CC1(C)CC[C@@]2(CC[C@]3(C)\C(=C/CC4[C@@]5(C)CC[C@H](OC6OC(C(O)C(O)C6O)C(O)=O)C(CO)(CO)C5CC[C@@]34C)[C@@H]2C1)C(=O)OC7OC(CO)C(O)C(O)C7O,,,,,,NP-005233,Analyticon,2020_NPACT_03,,,,,4,,,,6.77,0,,,,,,,,,,0,,,14.824,8.054,46.152,,,,,,,,,,5AA8UW39V3YG,PILWRMVFWRVMAP,,APP-SARSCoV2_3CLpro-Kales,kBmwGsJtJcRawbMuVR,,<MOA Unknown> | Class: N/A | Genus: N/A | Family: N/A | Species: N/A,,,,,,827,363676977,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297406142,KN12142022,,HTS,,8.054,9.763,14.824,,,,,,,,,,,,,,,,,,,,,,,258339622
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00385039-01,activity,,4,0,13.37,CC/1=C\C2OC(=O)C(=C)C2C(O)C\C(=C\CC1)CO,,,,,,NP-018882,Analyticon,2020_NPACT_03,,,,,4,,,,4.57,0,,,,,,,,,,0,,,13.37,8.8,43.911,,,,,,,,,,YJPB6M4WW9RX,IAYQFYAFBVYKJZ,,APP-SARSCoV2_3CLpro-Kales,gaDpkfcLANOIGPcerx,,<MOA Unknown> | Class: Terpenoid | Genus: N/A | Family: N/A | Species: N/A,,,,,,264.3,363679501,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297405851,KN12142022,,HTS,,8.8,9.53,13.37,,,,,,,,,,,,,,,,,,,,,,,258339623
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00169479-03,activity,,4,0,5.226,C[C@@H]1C[C@H]2OC(=O)C(=C)[C@@H]2[C@H](OC(=O)C(C)=C)[C@@H](OC(=O)C(C)=C)[C@@](C)(O)C(=O)[C@H]3O[C@@H]13,,,,,,NP-002769,Analyticon,2020_NPACT_03,,,,,4,,,,4.13,0,,,,,,,,,,0,,,9.245,5.115,27.005,,,,,,,,,,1YZ3SYBN8YV8,BWAZUXQZSXFTJK,,APP-SARSCoV2_3CLpro-Kales,juykgrThDPMKtlizuq,,<MOA Unknown> | Class: Sesquiterpen | Genus: Calea | Family: Compositae | Species: urticifolia,,,,,,448.5,363676828,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297402560,KN12142022,,HTS,,5.115,9.245,5.226,,,,,,,,,,,,,,,,,,,,,,,258339624
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00380933-01,activity,,4,0,5.315,CCC=CCC/1=C(CCCCC(CCC(O)=O)OC(C)=O)/CCC1=O,,,,,,NP-007886,Analyticon,2020_NPACT_03,,,,,4,,,,5.257,0,,,,,,,,,,0,,,8.319,3.063,19.464,,,,,,,,,,45DXFXCXMDYA,QWDCJWDUPSTHHK,,APP-SARSCoV2_3CLpro-Kales,UrVasfxGvEmaMoufUg,,<MOA Unknown> | Class: Fatty acid | Genus: Vicoa | Family: Compositae | Species: indica,,,,,,350.4,363678865,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297402329,KN12142022,,HTS,,3.063,8.319,5.315,,,,,,,,,,,,,,,,,,,,,,,258339625
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00380468-01,activity,,4,0,9.643,CC(C)(O)/C=C1/C(=O)C(C)(C)C(=O)C(C)(C)C1(O)O[C@@H]2O[C@H](COC(=O)C3=CC(=C(O)C(=C3)O)O)[C@@H](O)[C@H](O)[C@H]2O,,,,,,NP-007748,Analyticon,2020_NPACT_03,,,,,4,,,,5.647,0,,,,,,,,,,0,,,9.643,3.997,27.538,,,,,,,,,,M7KYV3XFVDUP,XYLREKXEZFHHSV,,APP-SARSCoV2_3CLpro-Kales,BUYkGtRqiwnsAWlCjG,,<MOA Unknown> | Class: Shikimi / Polyketide | Genus: Callistemon | Family: Myrtaceae | Species: lanceolatus,,,,,,584.6,363678599,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297406034,KN12142022,,HTS,,3.997,9.015,9.643,,,,,,,,,,,,,,,,,,,,,,,258339626
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00380707-01,activity,,4,0,8.438,C[C@]12CCC[C@@](C)(C1[C@@H](O)[C@@H](O)C34CC(CCC23)C(CO)(C4)O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C(O)=O,,,,,,NP-016131,Analyticon,2020_NPACT_03,,,,,4,,,,3.824,0,,,,,,,,,,0,,,8.438,4.614,26.881,,,,,,,,,,6RMG3HBNWCKH,QUCGBWQRLWOVBR,,APP-SARSCoV2_3CLpro-Kales,eZIcyPquUHhLOYKYfD,,<MOA Unknown> | Class: Terpenoid | Genus: N/A | Family: N/A | Species: N/A,,,,,,530.6,363678724,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297404162,KN12142022,,HTS,,4.614,7.954,8.438,,,,,,,,,,,,,,,,,,,,,,,258339627
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00380424-01,activity,,4,0,3.825,NC(=O)C/1=C/C2C3\C=C/C2C(=O)OC3O1,,,,,,NP-002388,Analyticon,2020_NPACT_03,,,,,4,,,,6.266,0,,,,,,,,,,0,,,10.091,3.825,31.605,,,,,,,,,,9Z35KZUQKTXU,NBVNAFAEYGKTPJ,,APP-SARSCoV2_3CLpro-Kales,wifuYUIkwdlVbTcfJH,,<MOA Unknown> | Class: Polyketide | Genus: - | Family: - | Species: -,,,,,,207.2,363678576,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297402830,KN12142022,,HTS,,6.226,10.091,3.825,,,,,,,,,,,,,,,,,,,,,,,258339628
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00169363-02,activity,,4,0,9.825,C[C@@]1(CO)[C@H](O)CC[C@@]2(C)[C@H](CC(O)\C3=C\COC3=O)C(=C)CC[C@H]12,,,,,,NP-002872,Analyticon,2020_NPACT_03,,,,,4,,,,3.01,0,,,,,,,,,,0,,,9.825,6.815,34.671,,,,,,,,,,NJ7MM59YGY7G,KHQNSSJNIXVKMK,,APP-SARSCoV2_3CLpro-Kales,lHjyQvBzhCYeiTlFba,,<MOA Unknown> | Class: Diterpen | Genus: Andrographis | Family: Acanthaceae | Species: paniculata,,,,,,350.4,363676805,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297405293,KN12142022,,HTS,,6.815,7.925,9.825,,,,,,,,,,,,,,,,,,,,,,,258339629
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00380597-01,activity,,4,0,12.776,COC(=O)C1(C)OC(=O)C2C3(C)C(OC(C)=O)C(O)C4C(C)(C)C(=O)CC(O)C4(C)C3CC(=C)C2(C)C1=O,,,,,,NP-008887,Analyticon,2020_NPACT_03,,,,,4,,,,8.079,0,,,,,,,,,,0,,,12.927,4.848,34.369,,,,,,,,,,CZ967D8W32RG,BTGVTHAIJREEMO,,APP-SARSCoV2_3CLpro-Kales,aBrvjNZRGsnHJGglGQ,,<MOA Unknown> | Class: Terpenoid | Genus: N/A | Family: N/A | Species: N/A,,,,,,534.6,363678665,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297403652,KN12142022,,HTS,,4.848,12.927,12.776,,,,,,,,,,,,,,,,,,,,,,,258339630
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00385102-01,activity,,4,0,8.324,COC1=CC(=C(C=C1)C/2=C/C(=O)OC2CC3=CC=C(O)C=C3)O,,,,,,NP-007971,Analyticon,2020_NPACT_03,,,,,4,,,,2.302,0,,,,,,,,,,0,,,8.324,6.021,30.104,,,,,,,,,,53NNNNCNUUJ6,KGPYRSBJENOECL,,APP-SARSCoV2_3CLpro-Kales,mDCIjLHTgZJOWmcdXp,,<MOA Unknown> | Class: Flavon | Genus: Ononis | Family: Fabaceae | Species: laxiflora,,,,,,312.3,363679534,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297405797,KN12142022,,HTS,,6.133,6.021,8.324,,,,,,,,,,,,,,,,,,,,,,,258339631
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00385118-01,activity,,4,0,6.236,CC(=O)OC1(C)CC(O)C2(O)\C=C/OC(OC3OC(CO)C(O)C(O)C3O)C12,,,,,,NP-018049,Analyticon,2020_NPACT_03,,,,,4,,,,1.663,0,,,,,,,,,,0,,,7.899,6.236,35.36,,,,,,,,,,AJ71915GGHPA,CAFTUQNGDROXEZ,,APP-SARSCoV2_3CLpro-Kales,NORinDfNuFtjcxUslO,,<MOA Unknown> | Class: Iridoide | Genus: N/A | Family: N/A | Species: N/A,,,,,,406.4,363679546,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297404765,KN12142022,,HTS,,7.899,7.169,6.236,,,,,,,,,,,,,,,,,,,,,,,258339632
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00385029-01,activity,,4,-12.226,-2.272,CC(=O)C1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C3=C(O)C=CC=C3C=C1C,,,,,,NP-000536,Analyticon,2020_NPACT_03,,,,,4,,,,10.368,-4.226,4.095,1,1,,,,,,,8,,,8.096,-2.272,31.482,31.136,,,,,,,,,2S7BNV5KT118,DNABNTQMDXKPON,,APP-SARSCoV2_3CLpro-Kales,yhjzFEuDAEDukEtZHQ,,<MOA Unknown> | Class: aromatic polyketide | Genus: Rhamnus | Family: Rhamnaceae | Species: prinoides,,,,,,378.4,363679493,,,,,0,3,0,,,162252,0 0 0,1,1,32:49.0,,,,,,,,297405839,KN12142022,,HTS,,8.096,7.933,-2.272,,,,,,,,,,,,,,,,,,,,,,,258339633
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00384851-01,activity,,4,0,7.929,CC(=O)OC1CCC2(C)CCC(CC2C1=C)C(C)(C)O,,,,,,NP-019082,Analyticon,2020_NPACT_03,,,,,4,,,,1.901,0,,,,,,,,,,0,,,7.929,6.029,29.459,,,,,,,,,,HMVXLG2J5DQU,ZWIVVTOKXTZAOT,,APP-SARSCoV2_3CLpro-Kales,lydvxNVJVuIXydXjrt,,<MOA Unknown> | Class: Terpenoid | Genus: N/A | Family: N/A | Species: N/A,,,,,,280.4,363679396,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297405017,KN12142022,,HTS,,6.029,6.427,7.929,,,,,,,,,,,,,,,,,,,,,,,258339634
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00380419-01,activity,,4,0,12.158,CC1CCCC(CC(=O)C2=C(O)C=C(O)C=C2CC(=O)O1)SCC(O)C(O)=O,,,,,,NP-002355,Analyticon,2020_NPACT_03,,,,,4,,,,2.448,0,,,,,,,,,,0,,,12.158,9.711,47.843,,,,,,,,,,HQ71SQT5ZTTP,XQMZRINLFAOTEN,,APP-SARSCoV2_3CLpro-Kales,PyMdWSqBeESprzXcxU,,<MOA Unknown> | Class: macrolide | Genus: N/A | Family: N/A | Species: N/A,,,,,,412.5,363678575,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297405986,KN12142022,,HTS,,9.711,10.252,12.158,,,,,,,,,,,,,,,,,,,,,,,258339635
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00169010-02,activity,,4,-30.835,-24.029,OC[C@H]1O[C@@H](OC2=C3C(=C4C(=O)OCC4=CC3=CC=C2)O)[C@H](O)[C@@H](O)[C@@H]1O,,,,,,NP-000314,Analyticon,2020_NPACT_03,,,,,4,,,,28.797,-25.835,2.253,1,1,,,,,,,5,,,4.768,-24.029,-1.65,-1.887,,,,,,,,,61Z6HJGZSKAC,SGQJDTLFQCDZGS,,APP-SARSCoV2_3CLpro-Kales,YZqwbuiPBtCYKiqncd,,<MOA Unknown> | Class: aromatic polyketide | Genus: Rhamnus | Family: Rhamnaceae | Species: prinoides,,,,,,378.3,363676741,,,,,0,3,0,,,162252,0 0 0,1,1,32:49.0,,,,,,,,297405389,KN12142022,,HTS,,4.768,-4.03,-24.029,,,,,,,,,,,,,,,,,,,,,,,258339636
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00381283-01,activity,,4,0,12.484,CC1OC(O[C@H]2CC[C@@]3(C)C(CC[C@]4(C)C3C\C=C/5C6CC(C)(C)CC[C@@]6(CC[C@@]45C)C(=O)OC7OC(CO)C(OC8OC(COC9OCC(O)C(O)C9O)C(O)C(O)C8O)C(O)C7O)C2(C)C)C(O)C(O)C1OC%10OCC(OC%11OCC(O)C(O)C%11O)C(O)C%10O,,,,,,NP-012913,Analyticon,2020_NPACT_03,,,,,4,,,,8.014,0,,,,,,,,,,0,,,15.175,7.16,45.734,,,,,,,,,,BDCF24YRQ84J,DUPDAJGZMLLYNK,,APP-SARSCoV2_3CLpro-Kales,wcTBvnmKpXsvPBaNOW,,<MOA Unknown> | Class: Saponin | Genus: N/A | Family: N/A | Species: N/A,,,,,,1323.5,363679066,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297402932,KN12142022,,HTS,,7.16,15.175,12.484,,,,,,,,,,,,,,,,,,,,,,,258339637
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00385020-01,activity,,4,0,6.758,CC(O)CC[C@H]1[C@@H]2C[C@H]3[C@@H](C[C@]12C)OC(=O)C3=C,,,,,,NP-007726,Analyticon,2020_NPACT_03,,,,,4,,,,8.871,0,,,,,,,,,,0,,,11.343,2.472,19.741,,,,,,,,,,K92WBL4V32SU,MTIXBBDFRVGBOQ,,APP-SARSCoV2_3CLpro-Kales,MRkiBmzfKlJIZxbkBV,,<MOA Unknown> | Class: Sesquiterpen | Genus: Dittrichia | Family: Compositae | Species: viscosa,,,,,,250.3,363679489,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297402671,KN12142022,,HTS,,2.472,11.343,6.758,,,,,,,,,,,,,,,,,,,,,,,258339798
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00380963-01,activity,,4,0,0.593,C/C=C/C=C/C(=O)O[C@@H]1\C=C/2COC(=O)[C@]2(O)[C@@]3(C)CCCC(C)(C)[C@H]13,,,,,,NP-007763,Analyticon,2020_NPACT_03,,,,,4,,,,7.366,0,,,,,,,,,,0,,,7.959,0.593,19.31,,,,,,,,,,JFP9VX2HT11W,ZMZWVJLMOBCSEP,,APP-SARSCoV2_3CLpro-Kales,qoQasUIZhQuxFElXQY,,<MOA Unknown> | Class: sesquiterpene | Genus: N/A | Family: N/A | Species: N/A,,,,,,360.4,363678888,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297404075,KN12142022,,HTS,,3.961,7.959,0.593,,,,,,,,,,,,,,,,,,,,,,,258339799
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00384706-01,activity,,4,0,15.051,C[C@@H]([C@H]1O[C@]23C[C@]4(CO2)C(CCC5[C@@]6(C)CC[C@H](O[C@@H]7OC[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]9O[C@@H](CO)[C@H](O)[C@H]9O)C(C)(C)C6CC[C@@]45C)C3[C@@](C)(O)[C@@H]1OC(C)=O)C(C)=C,,,,,,NP-013454,Analyticon,2020_NPACT_03,,,,,4,,,,8.77,0,,,,,,,,,,0,,,15.051,6.282,40.103,,,,,,,,,,G6TLBN6AHFFX,ZAWVKTOAAOBPLL,,APP-SARSCoV2_3CLpro-Kales,DhgTkJlxcojDqPEvit,,<MOA Unknown> | Class: Terpenoid | Genus: N/A | Family: N/A | Species: N/A,,,,,,971.1,363679319,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297403967,KN12142022,,HTS,,6.282,8.246,15.051,,,,,,,,,,,,,,,,,,,,,,,258339800
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00263514-03,activity,,4,0,5.322,OCC1OC(C(O)C1O)N2\C=C/C(=O)NC2=O,,,,,,NP-008190,Analyticon,2020_NPACT_03,,,Uridine,,4,,,,6.357,0,,,,,,,,,,0,,,11.679,5.322,34.484,,,,,,,,,,AWTXCPJ9SZPY,DRTQHJPVMGBUCF,,APP-SARSCoV2_3CLpro-Kales,cUvHQHhKVrCsGCoaUs,,Anti-anxiety drug,,,,,,244.2,363677278,,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297403337,KN12142022,,HTS,,6.739,11.679,5.322,,,,,,,,,,,,,,,,,,,,,,,258339801
